id;dealer id;OEM;Dealer π (RO);ESN;Mileage;m type;application;"Model
/Series ESN";Date of failure;Claim date received (first time);First question date ;—laim submission/denial  date;Credit statement date ;Claim Amount;Approove;author;adviser;NARRATIVE;HISTORY;STATUS
2146;3;rsm ;154683;86072521;7578;0;0;L8.9;2020-04-15;2020-09-04;;2020-09-22;2020-09-29;9948.8;9931.8;22;5;;;3
2147;3;rsm ;154686;86071002;7578;0;0;L8.9;2020-04-16;2020-09-04;;2020-09-22;2020-09-29;6954.3;7052.3;22;5;;;3
2148;3;rsm ;154687;86074232;7578;0;0;L8.9;2020-04-16;2020-09-04;;2020-09-22;2020-09-29;8663.5;8615.5;22;5;;;3
2149;3;rsm ;154690;86070989;7578;0;0;L8.9;2020-04-23;2020-09-04;;2020-09-22;2020-09-29;4268.6;4176.6;22;5;;;3
2150;3;rsm ;154692;86072886;7578;0;0;L8.9;2020-04-14;2020-09-04;;2020-09-22;2020-09-29;5308.5;5308.5;22;5;;;3
2151;3;rsm ;154693;86072180;7578;0;0;L8.9;2020-04-15;2020-09-04;;2020-09-22;2020-09-29;3404.1;3404.1;22;5;;;3
2152;3;rsm ;154699;86071395;7578;0;0;L8.9;2020-04-22;2020-09-04;;2020-09-22;2020-09-23;2238.9;2312.9;22;5;;;3
2153;3;rsm ;154705;86071420;7578;0;0;L8.9;2020-05-12;2020-09-04;;2020-09-22;2020-09-23;8602.1;8643.1;22;5;;;3
2154;3;rsm ;154706;86072136;7578;0;0;L8.9;2020-04-20;2020-09-04;;2020-09-22;2020-09-23;1335.7;1335.7;22;5;;;3
2155;3;rsm ;154710;86071422;7578;0;0;L8.9;2020-04-10;2020-09-04;;2020-09-22;2020-09-23;4242.4;4242.4;22;5;;;3
2156;3;rsm ;154721;86074752;7578;0;0;L8.9;2020-04-21;2020-09-04;;2020-09-22;2020-09-23;4542.5;4621.5;22;5;;;3
2157;3;rsm ;154722;86074774;7578;0;0;L8.9;2020-04-16;2020-09-04;;2020-09-22;2020-09-23;3458.3;3458.3;22;5;;;3
2158;3;rsm ;154723;86074228;7578;0;0;L8.9;2020-04-20;2020-09-04;;2020-09-22;2020-09-23;7902.8;7902.8;22;5;;;3
2159;3;rsm ;154728;86070042;7578;0;0;L8.9;2020-04-17;2020-09-04;;2020-09-22;2020-09-23;2608.5;2608.5;22;5;;;3
2160;3;rsm ;154730;86070013;7578;0;0;L8.9;2020-04-20;2020-09-04;;2020-09-22;2020-09-23;4033.9;4033.9;22;5;;;3
2161;3;rsm ;154734;86070999;7578;0;0;L8.9;2020-04-16;2020-09-04;;2020-09-22;2020-09-23;3430.7;3412.7;22;5;;;3
2162;63;DAV - DAVENTRY ENGINE PLANT;120;37266983;1156;0;0; ““¿  19 —;2019-12-09;2020-09-07;2020-09-10;2020-09-11;2020-09-23;316.3;308.3;46;7;;;3
2163;24;CUMMINS;15460;80035774;1;0;2;QSX15;2020-08-31;2020-09-08;;2020-09-08;2020-09-17;913.7;913.7;20;9;;;3
2164;28;BELAZ;25830;33204523;2893;0;0; “¿-50;2020-06-26;2020-09-08;2020-09-16;2020-09-17;2020-09-29;7058.4;7015.4;12;2;;;3
2165;24;KOMATSU;16291;41300620;16;0;0;QSK50;2020-07-29;2020-09-08;2020-09-17;2020-09-23;2020-10-06;1792.8;1736.8;20;7;;;3
2166;21;LIEBHERR;4186;33208919;199;0;0;QSK50;2020-08-01;2020-09-09;2020-09-29;2020-09-30;2020-10-06;3578.9;3617.9;12;2;;;3
2167;24;DRESSTA;16135;22391947;1240;0;0;QSC8,3;2020-06-09;2020-09-09;2020-09-18;2020-10-01;2020-10-03;4566.8;4628.8;20;9;;;3
2168;28;BELAZ;25831;37278504;4055;0;0;KTA-19;2020-07-03;2020-09-09;;2020-09-16;2020-09-26;5061.8;5061.8;11;2;;;3
2169;21;LIEBHERR;4188;33208919;199;0;0;QSK-50;2020-08-01;2020-09-09;2020-09-10;2020-09-14;2021-01-12;1234.7;1234.7;12;3;;;3
2170;3;"OOO ""KZ ""ROSTSEL'MASH""";170537;35365871;686;0;0;QSM11;2020-08-08;2020-09-09;;2020-09-30;2020-10-03;8936.4;9007.4;22;5;;;3
2171;61;Jac;14388;76501826;24166;1;1;ISF 3.8;2020-09-04;2020-09-09;;2020-09-21;2020-09-23;4537.5;4537.5;16;9;;;3
2172;3;rsm ;154742;86068952;7578;0;0;L8.9;2020-05-07;2020-09-08;;2020-09-17;2020-09-18;8202.6;8188.6;22;4;;;3
2173;3;rsm ;154744;86068973;7578;0;0;L8.9;2020-04-29;2020-09-08;;2020-09-17;2020-09-18;7530.7;7530.7;22;4;;;3
2174;3;rsm ;154747;86070990;7578;0;0;L8.9;2020-04-22;2020-09-08;;2020-09-17;2020-09-18;2073.2;2162.2;22;4;;;3
2175;3;rsm ;154748;86068974;7578;0;0;L8.9;2020-04-22;2020-09-08;;2020-09-17;2020-09-18;3272.9;3227.9;22;4;;;3
2176;3;rsm ;154749;86070035;7578;0;0;L8.9;2020-04-22;2020-09-08;;2020-09-17;2020-09-18;4266.3;4300.3;22;4;;;3
2177;3;rsm ;154750;86070040;7578;0;0;L8.9;2020-04-22;2020-09-08;;2020-09-17;2020-09-18;9559.3;9559.3;22;4;;;3
2178;3;rsm ;154751;86071250;7578;0;0;L8.9;2020-04-22;2020-09-08;;2020-09-17;2020-09-18;7496.7;7496.7;22;4;;;3
2179;3;rsm ;154752;86069338;7578;0;0;L8.9;2020-04-25;2020-09-08;;2020-09-17;2020-09-18;3810;3770;22;4;;;3
2180;3;rsm ;154753;86069716;7578;0;0;L8.9;2020-04-25;2020-09-08;;2020-09-17;2020-09-18;3214.8;3179.8;22;4;;;3
2181;3;rsm ;154757;86067956;7578;0;0;L8.9;2020-04-15;2020-09-08;;2020-09-17;2020-09-18;105.8;105.8;22;4;;;3
2182;3;rsm ;154758;86067952;7578;0;0;L8.9;2020-04-13;2020-09-08;;2020-09-17;2020-09-18;1029;951;22;4;;;3
2183;3;rsm ;154759;86067960;7578;0;0;L8.9;2020-04-15;2020-09-08;;2020-09-17;2020-09-18;3824.1;3740.1;22;4;;;3
2184;3;rsm ;154760;86069743;7578;0;0;L8.9;2020-04-16;2020-09-08;;2020-09-17;2020-09-18;9645.6;9645.6;22;4;;;3
2185;3;rsm ;154770;86069734;7578;0;0;L8.9;2020-04-20;2020-09-08;;2020-09-17;2020-09-18;2160.9;2160.9;22;4;;;3
2186;3;rsm ;154786;86069987;7578;0;0;L8.9;2020-05-08;2020-09-08;;2020-09-17;2020-09-18;2119.7;2119.7;22;4;;;3
2187;3;rsm ;154787;86069762;7578;0;0;L8.9;2020-05-08;2020-09-08;;2020-09-17;2020-09-18;2488.6;2473.6;22;4;;;3
2188;3;rsm ;154788;86069745;7578;0;0;L8.9;2020-05-08;2020-09-08;;2020-09-17;2020-09-18;2496.7;2496.7;22;4;;;3
2189;3;rsm ;154789;86070031;7578;0;0;L8.9;2020-04-15;2020-09-08;;2020-09-17;2020-09-18;522.2;441.2;22;4;;;3
2190;3;rsm ;154790;86069715;7578;0;0;L8.9;2020-05-08;2020-09-08;;2020-09-17;2020-09-18;6462.7;6438.7;22;4;;;3
2191;3;rsm ;154791;86069729;7578;0;0;L8.9;2020-04-06;2020-09-08;;2020-09-17;2020-09-18;1886.4;1886.4;22;4;;;3
2192;3;rsm ;154795;86069744;7578;0;0;L8.9;2020-04-14;2020-09-08;;2020-09-17;2020-09-18;836.2;872.2;22;4;;;3
2193;3;rsm ;154800;86071010;7578;0;0;L8.9;2020-05-18;2020-09-08;;2020-09-17;2020-09-18;4399.4;4399.4;22;4;;;3
2194;3;rsm ;154801;86071253;7578;0;0;L8.9;2020-05-12;2020-09-08;;2020-09-17;2020-09-18;1049.5;1048.5;22;4;;;3
2195;3;rsm ;154803;86068966;7578;0;0;L8.9;2020-05-13;2020-09-08;;2020-09-17;2020-09-18;9249.4;9249.4;22;4;;;3
2196;3;rsm ;154804;86069751;7578;0;0;L8.9;2020-05-12;2020-09-08;;2020-09-17;2020-09-18;1047.1;1003.1;22;4;;;3
2197;3;rsm ;154805;86070070;7578;0;0;L8.9;2020-05-18;2020-09-08;;2020-09-17;2020-09-18;9107.2;9068.2;22;4;;;3
2198;3;rsm ;154810;86070027;7578;0;0;L8.9;2020-04-09;2020-09-08;;2020-09-17;2020-09-18;7303.3;7303.3;22;4;;;3
2199;3;rsm ;154811;86069997;7578;0;0;L8.9;2020-04-09;2020-09-08;;2020-09-17;2020-09-18;3432;3466;22;4;;;3
2200;3;rsm ;154814;86070491;7578;0;0;L8.9;2020-04-15;2020-09-08;;2020-09-17;2020-09-18;5095.7;5071.7;22;4;;;3
2201;3;rsm ;154816;86068967;7578;0;0;L8.9;2020-04-14;2020-09-08;;2020-09-17;2020-09-18;8822.8;8774.8;22;4;;;3
2202;3;rsm ;154817;86070043;7578;0;0;L8.9;2020-04-22;2020-09-08;;2020-09-17;2020-09-18;1153.5;1110.5;22;4;;;3
2203;3;rsm ;154818;86069739;7578;0;0;L8.9;2020-04-22;2020-09-08;;2020-09-17;2020-09-24;9111.9;9024.9;22;4;;;3
2204;3;rsm ;154820;86070016;7578;0;0;L8.9;2020-04-15;2020-09-08;;2020-09-17;2020-09-18;1218.5;1241.5;22;4;;;3
2205;3;rsm ;154821;86069749;7578;0;0;L8.9;2020-04-15;2020-09-08;;2020-09-17;2020-09-18;5512.3;5513.3;22;4;;;3
2206;3;rsm ;154827;86070472;7578;0;0;L8.9;2020-04-24;2020-09-08;;2020-09-17;2020-09-18;6425.4;6344.4;22;4;;;3
2207;3;rsm ;154828;86070480;7578;0;0;L8.9;2020-04-24;2020-09-08;;2020-09-17;2020-09-18;8083.7;8173.7;22;4;;;3
2208;3;rsm ;154830;86070460;7578;0;0;L8.9;2020-04-27;2020-09-08;;2020-09-17;2020-09-18;4863.5;4863.5;22;4;;;3
2209;3;rsm ;154831;86070022;7578;0;0;L8.9;2020-04-27;2020-09-08;;2020-09-17;2020-09-18;4458.5;4458.5;22;4;;;3
2210;3;rsm ;154832;86071249;7578;0;0;L8.9;2020-04-28;2020-09-08;;2020-09-17;2020-09-18;361;361;22;4;;;3
2211;3;rsm ;154833;86071004;7578;0;0;L8.9;2020-04-15;2020-09-08;;2020-09-17;2020-09-18;6845.5;6845.5;22;4;;;3
2212;3;rsm ;154834;86070064;7578;0;0;L8.9;2020-04-27;2020-09-08;;2020-09-17;2020-09-18;4424.4;4338.4;22;4;;;3
2213;3;rsm ;154835;86070066;7578;0;0;L8.9;2020-04-27;2020-09-08;;2020-09-17;2020-09-18;1833.9;1735.9;22;4;;;3
2214;3;rsm ;154836;86071247;7578;0;0;L8.9;2020-04-27;2020-09-08;;2020-09-17;2020-09-18;6557.2;6557.2;22;4;;;3
2215;3;rsm ;154837;86071011;7578;0;0;L8.9;2020-04-27;2020-09-08;;2020-09-17;2020-09-18;7514.8;7514.8;22;4;;;3
2216;3;rsm ;154838;86070481;7578;0;0;L8.9;2020-05-06;2020-09-08;;2020-09-17;2020-09-18;5410.7;5505.7;22;4;;;3
2217;3;rsm ;154839;86070062;7578;0;0;L8.9;2020-04-13;2020-09-08;;2020-09-17;2020-09-18;3713.3;3734.3;22;4;;;3
2218;3;rsm ;154840;86070468;7578;0;0;L8.9;2020-04-13;2020-09-08;;2020-09-17;2020-09-18;5339.6;5339.6;22;4;;;3
2219;3;rsm ;154843;86069748;7578;0;0;L8.9;2020-04-15;2020-09-08;;2020-09-17;2020-09-18;582.9;549.9;22;4;;;3
2220;3;rsm ;154846;86069746;7578;0;0;L8.9;2020-04-22;2020-09-08;;2020-09-17;2020-09-18;3267.3;3259.3;22;4;;;3
2221;3;rsm ;154856;86069755;7578;0;0;L8.9;2020-04-16;2020-09-08;;2020-09-17;2020-09-18;9275.5;9275.5;22;4;;;3
2222;3;rsm ;154867;86067984;7578;0;0;L8.9;2020-04-17;2020-09-08;;2020-09-18;2020-09-19;357.8;274.8;22;4;;;3
2223;3;rsm ;154872;86070482;7578;0;0;L8.9;2020-05-17;2020-09-08;;2020-09-18;2020-09-19;1766.8;1766.8;22;4;;;3
2224;3;rsm ;154873;86070495;7578;0;0;L8.9;2020-05-17;2020-09-08;;2020-09-18;2020-09-19;2644.1;2681.1;22;4;;;3
2225;3;rsm ;154874;86070502;7578;0;0;L8.9;2020-05-17;2020-09-08;;2020-09-18;2020-09-19;7452.8;7452.8;22;4;;;3
2226;3;rsm ;154875;86070485;7578;0;0;L8.9;2020-05-17;2020-09-08;;2020-09-18;2020-09-19;7897;7812;22;4;;;3
2227;3;rsm ;154881;86069747;7578;0;0;L8.9;2020-05-08;2020-09-08;;2020-09-18;2020-09-19;5040.8;5138.8;22;4;;;3
2228;3;rsm ;154882;86070010;7578;0;0;L8.9;2020-05-08;2020-09-08;;2020-09-18;2020-09-19;6409.2;6506.2;22;4;;;3
2229;3;rsm ;154883;86069758;7578;0;0;L8.9;2020-05-08;2020-09-08;;2020-09-18;2020-09-19;8854.7;8819.7;22;4;;;3
2230;3;rsm ;154884;86069992;7578;0;0;L8.9;2020-05-08;2020-09-08;;2020-09-18;2020-09-19;4898.9;4984.9;22;4;;;3
2231;3;rsm ;154885;86070003;7578;0;0;L8.9;2020-05-08;2020-09-08;;2020-09-18;2020-09-19;8179.9;8125.9;22;4;;;3
2232;3;rsm ;154887;86067971;7578;0;0;L8.9;2020-05-06;2020-09-08;;2020-09-18;2020-09-19;4809.2;4809.2;22;4;;;3
2233;3;rsm ;154889;86069759;7578;0;0;L8.9;2020-04-16;2020-09-08;;2020-09-18;2020-09-19;8078.7;8019.7;22;4;;;3
2234;3;rsm ;154890;86069765;7578;0;0;L8.9;2020-04-16;2020-09-08;;2020-09-18;2020-09-19;8376.7;8383.7;22;4;;;3
2235;3;rsm ;154891;86069727;7578;0;0;L8.9;2020-04-16;2020-09-08;;2020-09-18;2020-09-19;1977.3;2038.3;22;4;;;3
2236;3;rsm ;154892;86071012;7578;0;0;L8.9;2020-04-15;2020-09-08;;2020-09-18;2020-09-19;3118;3059;22;4;;;3
2237;3;rsm ;154898;86070063;7578;0;0;L8.9;2020-04-17;2020-09-08;;2020-09-18;2020-09-19;8946.9;8968.9;22;4;;;3
2238;3;rsm ;154902;86070057;7578;0;0;L8.9;2020-04-15;2020-09-08;;2020-09-18;2020-09-19;4516.3;4516.3;22;4;;;3
2239;3;rsm ;154904;86069767;7578;0;0;L8.9;2020-04-17;2020-09-08;;2020-09-18;2020-09-19;1186.5;1186.5;22;4;;;3
2240;3;rsm ;154905;86069720;7578;0;0;L8.9;2020-04-15;2020-09-08;;2020-09-18;2020-09-19;7004.9;7004.9;22;4;;;3
2241;3;rsm ;154917;86069340;7578;0;0;L8.9;2020-04-23;2020-09-08;;2020-09-18;2020-09-19;1629.7;1605.7;22;4;;;3
2242;3;rsm ;154918;86069724;7578;0;0;L8.9;2020-05-21;2020-09-08;;2020-09-18;2020-09-19;8717.5;8802.5;22;4;;;3
2243;3;rsm ;154928;86070994;7578;0;0;L8.9;2020-04-24;2020-09-08;;2020-09-18;2020-09-19;264.8;264.8;22;4;;;3
2244;3;rsm ;154937;86070465;7578;0;0;L8.9;2020-04-27;2020-09-08;;2020-09-18;2020-09-19;4890.6;4890.6;22;4;;;3
2245;3;rsm ;154938;86070464;7578;0;0;L8.9;2020-04-15;2020-09-08;;2020-09-18;2020-09-19;7307.4;7307.4;22;4;;;3
2246;3;rsm ;154939;86068947;7578;0;0;L8.9;2020-05-15;2020-09-08;;2020-09-18;2020-09-19;4609.7;4692.7;22;4;;;3
2247;3;rsm ;154940;86069336;7578;0;0;L8.9;2020-05-15;2020-09-08;;2020-09-18;2020-09-19;9559.5;9628.5;22;4;;;3
2248;3;rsm ;154941;86069332;7578;0;0;L8.9;2020-05-15;2020-09-08;;2020-09-18;2020-09-19;6806.9;6872.9;22;4;;;3
2249;3;rsm ;154942;86067973;7578;0;0;L8.9;2020-05-15;2020-09-08;;2020-09-18;2020-09-19;5760.8;5795.8;22;4;;;3
2250;3;rsm ;154943;86068950;7578;0;0;L8.9;2020-05-15;2020-09-08;;2020-09-18;2020-09-19;9923.6;9923.6;22;4;;;3
2251;3;rsm ;154944;86068971;7578;0;0;L8.9;2020-05-15;2020-09-08;;2020-09-18;2020-09-19;6358.7;6412.7;22;4;;;3
2252;3;rsm ;154945;86067979;7578;0;0;L8.9;2020-05-15;2020-09-08;;2020-09-18;2020-09-19;1716.1;1795.1;22;4;;;3
2253;3;rsm ;154946;86067977;7578;0;0;L8.9;2020-05-15;2020-09-08;;2020-09-18;2020-09-19;6691.1;6636.1;22;4;;;3
2254;3;rsm ;154947;86067933;7578;0;0;L8.9;2020-05-15;2020-09-08;;2020-09-18;2020-09-19;6517.3;6517.3;22;4;;;3
2255;3;rsm ;154948;86067976;7578;0;0;L8.9;2020-05-15;2020-09-08;;2020-09-18;2020-09-19;8388.2;8388.2;22;4;;;3
2256;3;rsm ;154949;86068969;7578;0;0;L8.9;2020-05-15;2020-09-08;;2020-09-18;2020-09-19;4720.5;4720.5;22;4;;;3
2257;3;rsm ;154950;86068972;7578;0;0;L8.9;2020-05-15;2020-09-08;;2020-09-18;2020-09-19;6140.7;6048.7;22;4;;;3
2258;3;rsm ;154951;86067974;7578;0;0;L8.9;2020-05-15;2020-09-08;;2020-09-18;2020-09-19;4750.2;4759.2;22;4;;;3
2259;3;rsm ;154952;86068957;7578;0;0;L8.9;2020-05-15;2020-09-08;;2020-09-18;2020-09-19;7817.6;7817.6;22;4;;;3
2260;3;rsm ;154953;86067975;7578;0;0;L8.9;2020-05-15;2020-09-08;;2020-09-18;2020-09-19;1095.5;1014.5;22;4;;;3
2261;3;rsm ;154961;86070510;7578;0;0;L8.9;2020-04-16;2020-09-08;;2020-09-18;2020-09-19;3248.3;3182.3;22;4;;;3
2262;3;rsm ;154962;86071260;7578;0;0;L8.9;2020-04-17;2020-09-08;;2020-09-18;2020-09-19;8641.6;8606.6;22;4;;;3
2263;3;rsm ;154964;86070998;7578;0;0;L8.9;2020-04-16;2020-09-08;;2020-09-18;2020-09-19;3943.7;3943.7;22;4;;;3
2264;3;rsm ;154966;86069766;7578;0;0;L8.9;2020-04-14;2020-09-08;;2020-09-18;2020-09-19;6635.4;6656.4;22;4;;;3
2265;3;rsm ;154974;86070497;7578;0;0;L8.9;2020-04-21;2020-09-08;;2020-09-18;2020-09-19;2274.4;2274.4;22;4;;;3
2266;3;rsm ;154975;86070474;7578;0;0;L8.9;2020-04-21;2020-09-08;;2020-09-18;2020-09-19;850.3;857.3;22;4;;;3
2267;3;rsm ;154977;86071014;7578;0;0;L8.9;2020-04-29;2020-09-08;;2020-09-18;2020-09-19;6752;6750;22;4;;;3
2268;3;rsm ;154978;86070034;7578;0;0;L8.9;2020-05-08;2020-09-08;;2020-09-18;2020-09-19;7274.7;7239.7;22;4;;;3
2269;3;rsm ;154982;86070457;7578;0;0;L8.9;2020-05-14;2020-09-08;;2020-09-18;2020-09-19;6301.6;6343.6;22;4;;;3
2270;3;rsm ;154989;86070012;7578;0;0;L8.9;2020-05-15;2020-09-08;;2020-09-18;2020-09-19;9832;9832;22;4;;;3
2271;3;rsm ;154993;86067939;7578;0;0;L8.9;2020-04-16;2020-09-08;;2020-09-18;2020-09-19;2657.9;2580.9;22;4;;;3
2272;3;rsm ;154994;86067940;7578;0;0;L8.9;2020-04-14;2020-09-10;;2020-09-22;2020-09-23;5842.8;5766.8;22;4;;;3
2273;3;rsm ;154998;86067238;7578;0;0;L8.9;2020-05-13;2020-09-10;;2020-09-22;2020-09-23;7070.7;7012.7;22;4;;;3
2274;3;rsm ;154999;86067944;7578;0;0;L8.9;2020-05-13;2020-09-10;;2020-09-22;2020-09-23;4539.7;4560.7;22;4;;;3
2275;3;rsm ;155001;86066801;7578;0;0;L8.9;2020-04-08;2020-09-10;;2020-09-22;2020-09-23;1610.5;1610.5;22;4;;;3
2276;3;rsm ;155003;86067601;7578;0;0;L8.9;2020-04-07;2020-09-10;;2020-09-22;2020-09-23;7458.3;7514.3;22;4;;;3
2277;3;rsm ;155004;86067932;7578;0;0;L8.9;2020-04-07;2020-09-10;;2020-09-22;2020-09-23;3500;3500;22;4;;;3
2278;3;rsm ;155006;86067230;7578;0;0;L8.9;2020-05-13;2020-09-10;;2020-09-22;2020-09-23;3402.2;3402.2;22;4;;;3
2279;3;rsm ;155007;86067219;7578;0;0;L8.9;2020-05-14;2020-09-10;;2020-09-22;2020-09-23;7478.2;7478.2;22;4;;;3
2280;3;rsm ;155009;86067213;7578;0;0;L8.9;2020-04-17;2020-09-10;;2020-09-22;2020-09-23;4988.7;5028.7;22;4;;;3
2281;3;rsm ;155013;86067239;7578;0;0;L8.9;2020-05-17;2020-09-10;;2020-09-22;2020-09-23;2928.4;2869.4;22;4;;;3
2282;3;rsm ;155018;86067931;7578;0;0;L8.9;2020-04-13;2020-09-10;;2020-09-22;2020-09-23;2937.8;2907.8;22;4;;;3
2283;3;rsm ;155019;86067928;7578;0;0;L8.9;2020-04-21;2020-09-10;;2020-09-22;2020-09-23;7314.7;7341.7;22;4;;;3
2284;3;rsm ;155020;86067597;7578;0;0;L8.9;2020-04-07;2020-09-10;;2020-09-22;2020-09-23;4536.5;4598.5;22;4;;;3
2285;3;rsm ;155026;86067936;7578;0;0;L8.9;2020-04-21;2020-09-10;;2020-09-22;2020-09-23;7770.8;7778.8;22;4;;;3
2286;3;rsm ;155027;86067216;7578;0;0;L8.9;2020-04-16;2020-09-10;;2020-09-22;2020-09-23;532.4;532.4;22;4;;;3
2287;3;rsm ;155029;86067610;7578;0;0;L8.9;2020-04-21;2020-09-10;;2020-09-22;2020-09-23;6484.4;6487.4;22;4;;;3
2288;3;rsm ;155034;86067924;7578;0;0;L8.9;2020-04-27;2020-09-10;;2020-09-22;2020-09-23;7906.6;7911.6;22;4;;;3
2289;3;rsm ;155036;86067222;7578;0;0;L8.9;2020-04-29;2020-09-10;;2020-09-22;2020-09-23;8467.6;8523.6;22;4;;;3
2290;3;rsm ;155037;86067224;7578;0;0;L8.9;2020-04-29;2020-09-10;;2020-09-22;2020-09-23;9083.8;9083.8;22;4;;;3
2291;3;rsm ;155038;86067941;7578;0;0;L8.9;2020-04-29;2020-09-10;;2020-09-22;2020-09-23;2791.8;2837.8;22;4;;;3
2292;3;rsm ;155040;86067208;7578;0;0;L8.9;2020-04-21;2020-09-10;;2020-09-22;2020-09-23;2188.9;2188.9;22;4;;;3
2293;3;rsm ;155043;86067606;7578;0;0;L8.9;2020-04-27;2020-09-10;;2020-09-22;2020-09-23;4301.9;4392.9;22;4;;;3
2294;3;rsm ;155045;86067232;7578;0;0;L8.9;2020-04-20;2020-09-10;;2020-09-22;2020-09-23;8301.1;8211.1;22;4;;;3
2295;3;rsm ;155047;86067225;7578;0;0;L8.9;2020-04-22;2020-09-10;;2020-09-22;2020-09-23;5826;5747;22;4;;;3
2296;3;rsm ;155051;86066881;7578;0;0;L8.9;2020-04-21;2020-09-10;;2020-09-22;2020-09-23;8906.3;8847.3;22;4;;;3
2297;3;rsm ;155052;86067234;7578;0;0;L8.9;2020-04-27;2020-09-10;;2020-09-22;2020-09-23;1932.2;1983.2;22;4;;;3
2298;3;rsm ;155053;86067236;7578;0;0;L8.9;2020-05-18;2020-09-10;;2020-09-22;2020-09-23;9366.3;9366.3;22;4;;;3
2299;3;rsm ;155056;86066803;7578;0;0;L8.9;2020-04-05;2020-09-10;;2020-09-22;2020-09-23;6746.2;6752.2;22;4;;;3
2300;3;rsm ;155058;86067210;7578;0;0;L8.9;2020-05-12;2020-09-10;;2020-09-22;2020-09-23;8889.2;8824.2;22;4;;;3
2301;3;rsm ;155059;86067211;7578;0;0;L8.9;2020-05-12;2020-09-10;;2020-09-22;2020-09-23;8191.4;8191.4;22;4;;;3
2302;3;rsm ;155069;86066188;7578;0;0;L8.9;2020-05-14;2020-09-10;;2020-09-22;2020-09-23;269.8;269.8;22;4;;;3
2303;3;rsm ;155074;86065628;7578;0;0;L8.9;2020-04-27;2020-09-10;;2020-09-22;2020-09-23;6858.5;6858.5;22;4;;;3
2304;3;rsm ;155085;86065675;7578;0;0;L8.9;2020-05-22;2020-09-10;;2020-09-22;2020-09-23;9386.8;9353.8;22;4;;;3
2305;3;rsm ;155089;86066142;7578;0;0;L8.9;2020-04-16;2020-09-10;;2020-09-22;2020-09-23;2884.7;2865.7;22;4;;;3
2306;3;rsm ;155093;86065640;7578;0;0;L8.9;2020-04-05;2020-09-10;;2020-09-22;2020-09-23;9912.4;9828.4;22;4;;;3
2307;3;rsm ;155094;86065624;7578;0;0;L8.9;2020-04-08;2020-09-10;;2020-09-22;2020-09-23;4356.1;4356.1;22;4;;;3
2308;3;rsm ;155099;86064884;7578;0;0;L8.9;2020-04-05;2020-09-10;;2020-09-22;2020-09-23;8614.7;8693.7;22;4;;;3
2309;3;rsm ;155105;86065620;7578;0;0;L8.9;2020-04-16;2020-09-10;;2020-09-22;2020-09-23;6811.8;6811.8;22;4;;;3
2310;3;rsm ;155112;86065619;7578;0;0;L8.9;2020-05-17;2020-09-10;;2020-09-22;2020-09-23;147.3;147.3;22;4;;;3
2311;3;rsm ;155118;86064864;7578;0;0;L8.9;2020-04-14;2020-09-10;;2020-09-22;2020-09-23;8282.6;8282.6;22;4;;;3
2312;3;rsm ;155124;86064682;7578;0;0;L8.9;2020-05-12;2020-09-10;;2020-09-22;2020-09-23;7359.9;7452.9;22;4;;;3
2313;3;rsm ;155125;86064716;7578;0;0;L8.9;2020-05-14;2020-09-10;;2020-09-22;2020-09-23;758.1;662.1;22;4;;;3
2314;3;rsm ;155126;86064466;7578;0;0;L8.9;2020-04-13;2020-09-10;;2020-09-22;2020-09-23;7605.3;7595.3;22;4;;;3
2315;3;rsm ;155127;86064683;7578;0;0;L8.9;2020-04-07;2020-09-10;;2020-09-22;2020-09-23;9776.2;9684.2;22;4;;;3
2316;3;rsm ;155130;86064707;7578;0;0;L8.9;2020-04-13;2020-09-10;;2020-09-22;2020-09-23;4272.3;4336.3;22;4;;;3
2317;3;rsm ;155131;86064706;7578;0;0;L8.9;2020-04-13;2020-09-10;;2020-09-22;2020-09-23;8207.5;8207.5;22;4;;;3
2318;3;rsm ;155135;86064713;7578;0;0;L8.9;2020-04-09;2020-09-10;;2020-09-22;2020-09-23;8219.6;8219.6;22;4;;;3
2319;3;rsm ;155136;86064703;7578;0;0;L8.9;2020-04-23;2020-09-10;;2020-09-22;2020-09-23;7713.3;7696.3;22;4;;;3
2320;3;rsm ;155140;86064871;7578;0;0;L8.9;2020-04-30;2020-09-10;;2020-09-22;2020-09-23;8598.6;8691.6;22;4;;;3
2321;3;rsm ;155141;86064856;7578;0;0;L8.9;2020-04-30;2020-09-10;;2020-09-22;2020-09-23;7638.4;7594.4;22;4;;;3
2322;3;rsm ;155146;86064865;7578;0;0;L8.9;2020-04-29;2020-09-10;;2020-09-23;2020-09-24;1359.4;1431.4;22;5;;;3
2323;3;rsm ;155153;86064712;7578;0;0;L8.9;2020-04-05;2020-09-10;;2020-09-23;2020-09-24;7011.7;7099.7;22;5;;;3
2324;3;rsm ;155154;86064131;7578;0;0;L8.9;2020-04-05;2020-09-10;;2020-09-23;2020-09-24;3193.9;3121.9;22;5;;;3
2325;3;rsm ;155159;86064127;7578;0;0;L8.9;2020-04-05;2020-09-10;;2020-09-23;2020-09-24;9766.5;9703.5;22;5;;;3
2326;3;rsm ;155162;86063281;7578;0;0;L8.9;2020-04-30;2020-09-10;;2020-09-23;2020-09-24;2390.9;2390.9;22;5;;;3
2327;3;rsm ;155164;86064869;7578;0;0;L8.9;2020-05-08;2020-09-10;;2020-09-23;2020-09-24;5218.8;5218.8;22;5;;;3
